Me: 	EMILY?!
Kiara:	Nothing extravagant.
Me: 	Need any help?
Kiara:	No, no. It's okay.
Kiara:	It won't take me that long.
Me: 	Well, if you say so...
Narr:	In a flash, Kiara is done making the sandwiches.
Narr:	Immediately after...
Narr:	She takes the sandwiches piled on the tray out the front door.
Kiara:	See you at lunch, Dennis!
Me: 	Oh, not waiting for me?
Kiara:	Can't! Sorry!
Kiara:	I'm already running late. Lunch should have started 15 minutes ago...
Me: 	See you later!
Narr:	Kiara leaves the house, rushing toward the girls' campground.
Me: 	(She was acting pretty suspicious...)
Me: 	(She seemed a bit anxious...)
Me: 	(Although, I'm sure being late for lunch was also making it worse.)
Narr:	You get up off the couch and head to the girls' campground for lunch.
Narr:	Back at the girls' campground, everyone is gathering for lunch.
Narr:	You see Kiara passing out sandwiches to the girls, from the tray.
Kiara:	Here you go.
Stacy:	Thank you.
Violet:	Do you have anything with less mayo?
Kiara:	I actually made one especially for you.
Violet:	Oh, really?
Eve:	We take our patients' specific diets very seriously.
Violet:	Well, thank you Dr. Eve.
Eve:	It's my pleasure.
Narr:	Kiara distributes the rest of the sandwiches to the girls...
Narr:	Leaving four sandwiches for the Red Falls staff.
Narr:	Kiara approaches you cautiously, but collectedly.
Kiara:	Here you go, Dennis.
Kiara:	Bon appétit.
Me: 	Thanks, Kiara.
Narr:	Feeling the tension from Kiara, you decide to go eat with the girls.
Me: 	Hey girls, enjoying lunch?
Stacy:	Hello, Dennis.
Naomi:	They call this food?
Me: 	Naomi, this is just a little snack.
Violet:	I think it's a pretty decent sandwich.
Me: 	Kiara does make a mean submarine sandwich.
Belle:	Too bad we couldn't try one of those today.
Me: 	Who knows...
Me: 	Maybe you'll get the chance one of these days.
Narr:	You and the girls finish up your sandwiches.
Narr:	As you do, Belle gets the group's attention.
Belle:	Girls, girls!
Belle:	I have a surpriiiise.
Naomi:	Do you, now?
Stacy:	How intriguing.
Belle:	Everyone, close your eyes...
    Belle:	Okay! You can all open your eyes now.
    Narr:	You and the girls all open your eyes.
    Narr:	Before you sits Belle, holding a small key in her fingers.
    Naomi:	A key?
    Naomi:	You think that's exciting?
    Belle:	This isn't any key...
    Me: 	(Wait a second... is that--)
    Belle:	This is a key I found in Dennis's room.
    Violet:	You were in Dennis's room?
    Me: 	You went into my room?!
    Belle:	It was a happy accident.
    Belle:	I thought it was the bathroom...
    Me: 	How convenient.
    Me: 	Thanks for respecting my privacy.
    Me: 	(So damn shameless...)
    Belle:	So! What's the key for?
    Stacy:	Yes. Please, enlighten us.
    Me: 	I... I don't know, actually.
    Me: 	I found it in the bushes outside the house.
    Me: 	(I hope they buy my bluff.)
    Violet:	So, it must be a key for the house.
    Belle:	Ooooh, now I'm super curious what it goes to.
    Belle:	Are you suuuuure you don't know?
    Me: 	Yeah, I really don't know...
    Naomi:	Ooooh, Dennis is hiding something...
    Belle:	Okay! You can all open your eyes now.
    Narr:	You and the girls all open your eyes.
    Narr:	Before you sits Belle, holding a pair of your boxers.
    Naomi:	Men's underwear?
    Naomi:	This is exciting, Belle.
    Belle:	You know what's going to excite you even more?
    Belle:	These aren't just any underwear...
    Me: 	(What the hell, are those--)
    Belle:	These are Dennis's underwear!
    Narr:	Violet's eyes go wide as she blushes.
    Violet:	Y-You were in Dennis's room?
    Me: 	You went into my room?!
    Belle:	It was a happy accident.
    Belle:	I thought it was the bathroom...
    Me: 	Convenient excuse.
    Me: 	Thanks for respecting my privacy.
    Me: 	(So damn shameless...)
    Belle:	So! Who wants to touch them?
    Narr:	Belle passes your underwear around to the other girls.
    Narr:	You look on in frustration, feeling a sense of violation.
    Me: 	(She went into my room...)
    Me: 	(Found my underwear...)
    Me: 	(And is passing them around like a trophy.)
    Narr:	You become more and more wound-up by the situation...
    Narr:	...which visibly pleases Naomi.
Naomi:	This is so exciting!
Narr:	Naomi, giddy from your clear discomfort claps her hands.
Violet:	*Gasp*
Narr:	Violet, triggered by Naomi's giddy clapping, begins twitching.
Belle:	What's wrong, Violet?
Violet:	*Muffled groan* I... I think I got bit by a fire ant.
Violet:	Sorry, I have to go!
Narr:	As Violet rushes back to the campground, the girls look on...
Narr:	Suspiciously.
Stacy:	It looked like Violet just--
Me: 	Huh? Nah, I think she just got bitten by an ant.
Naomi:	I usually don't make noises like that when I get bitten by ants...
Belle:	Yeah, I make those noises when I'm horny.
Stacy:	Or, reveling near a big fire.
Naomi:	No. Only your people do that, Stacy...
Me: 	You must have misheard, Belle.
Belle:	This was a really, really familiar sound...
    Belle:	Hmm... What do you think, stud?
            Belle:	Startled? I don't usually moan when I'm startled...
                Me: 	I don't think she moaned, though. It was more of a whimper.
                Me: 	Maybe she does? Everybody reacts differently...
                    Belle:	She was moaning and twitching, though...
                        Me: 	That was just her body flinching from the ant bite, Belle.
        Me: 	I didn't really hear her. She was pretty quiet.
            Belle:	Really? Well, to me, it sounded like she moaned.
                Me: 	Are you sure? It really didn't sound like a moan to me.
                    Belle:	I'm preeetty sure. I'm familiar with sounds like that...
                        Me: 	Everyone makes weird sounds when they're startled, Belle.
Narr:	Buying your excuses, Belle stops her questioning.
Belle:	Maybe you're right...
Naomi:	Now I'm also starting to doubt my assumption...
Stacy:	The flame is uncertain.
Me: 	(Good, it seems like they bought it.)
Me: 	If you really want to know, why not ask Violet later?
Naomi:	Meh, I'm kinda over this...
Narr:	As Belle is about to speak up again...
Narr:	Eve approaches you and the girls.
Narr:	Belle gives you a suspicious look, before continuing her questioning.
Belle:	Something's fishy...
Belle:	And, Dennis stinks.
Me: 	Hey!
Me: 	I took a shower today!
Belle:	You know what I meant...
Belle:	Your excuses for Violet don't make sense...
Me: 	(I did a terrible job covering for her...)
Naomi:	She was definitely moaning...
Stacy:	However briefly it may have been.
Belle:	Dennis, now you only made us more curious...
Narr:	As Belle is about to speak up again...
Narr:	Eve approaches you and the girls.
Belle:	Another time, then.
Eve:	Hello girls.
Eve:	Did you enjoy your lunch?
Belle:	Oh, heya.
Belle:	The sandwiches were nice.
Naomi:	They could have been better.
Eve:	I'll make sure to tell the chef, Naomi.
Eve:	Lunch is over, and the sessions are about to resume.
Eve:	I actually came by to get Stacy for her session.
Stacy:	Already?
Eve:	Yes, Stacy.
Stacy:	Are we going to do any pyro-therapy?
Eve:	No...
Eve:	Come with me, and you'll find out soon enough.
Eve:	Naomi and Belle.
Eve:	You two have free time until the barbecue.
Belle:	Awesome, thanks!
Eve:	As do you, Dennis.
Eve:	Let's go, Stacy.
Eve:	Goodbye, ladies.
Narr:	Naomi and Belle return to their cabins as Eve walks away with Stacy.
Narr:	Leaving you alone, to consider your next "activity."
Me: 	(So, I have free time until the barbecue...)
Me: 	(Stacy is with Eve...)
Me: 	(Shit, Stacy is with Eve!)
Me: 	(What if she says something incriminating to Eve!)
Me: 	(She wouldn't. Definitely not on purpose...)
Me: 	(But, what if she accidentally lets something slip?)
Me: 	(I should trust her, though...)
Me: 	(She knows how important it is that this remain private...)
Me: 	*Sigh* (I could also just walk around camp a bit.)
Me: 	(Maybe that would ease my worries about Stacy.)
Me: 	(I wonder what they'll talk about.)
Me: 	(Maybe I can learn more about why Stacy is here...)
Me: 	(She never really explained that...)
Me: 	(Maybe she'd prefer I don't know...)
Me: 	(Secrets are burdens...) 
Me: 	(Especially other peoples' secrets.)
Me: 	(It's a pretty nice day. I could just take a walk around camp.)
            Me: 	(What should I do?)
            Me: 	(What should I do?)
Narr:	Having walked around camp a bit... 
Narr:	You return to the perimeter of the girls' campground.
Me: 	(Well, that was a nice walk.)
Me: 	(Didn't take too long, though...)
Me: 	(I doubt Stacy's session has even really gotten going...)
Narr:	As you contemplate what to do next, you notice someone exit their cabin.
Me: 	(Oh, someone's coming outside.)
Me: 	(It's Naomi. I wonder what she's up to.)
Me: 	Feeling energized by your walk, you greet Naomi enthusiastically.
Me: 	Hey Naomi! What's up?
Naomi:	Hey, Dennis. Not much.
Naomi:	Have you come to entertain me?
Me: 	You think that's the only reason I exist?
Naomi:	I was convinced it was...
Naomi:	Anyway, what're you doing back here?
Naomi:	Miss me?
Me: 	I went for a walk...
Me: 	It just... ended up being a shorter walk than I expected.
Me: 	The camp isn't that big.
Naomi:	Yeah, I could jog around this camp in 5 minutes...
Naomi:	If I decided to jog, that is.
Naomi:	*Quietly* I'd definitely never do it in this heat...
Naomi:	Anyway, what's up?
Me: 	Not much. Killing time before the barbecue.
Naomi:	Not spying on the other girls' sessions?
Me: 	*Chuckle* I'm breaking that habit.
Me: 	It's always an unpleasant surprise to be spotted...
Naomi:	You must be familiar with that feeling by now, though.
Naomi:	*Short laugh* I'm almost starting to think you like it...
Me: 	Trust me, I don't...
Me: 	I'd rather not get into those kinds of situations again.
Naomi:	You sure?
Me: 	Certain.
Me: 	So, what were you about to do?
Me: 	Before I interrupted, that is.
Naomi:	Oh, I don't know.
Naomi:	I was looking for someone to entertain me.
Naomi:	So, your arrival was truly perfect timing.
Me: 	Well, what would entertain you?
    Naomi:	I don't know... Be spontaneous.
            Naomi:	That isn't spontaneous... But, sure. Go ahead.
                Me: 	What do you call a fake noodle? An impasta!
                    Naomi:	That was probably the worst joke I've ever heard.
                            Naomi:	Fine. I got one... My therapist says I have an obsession with vengeance. We'll see about that...
                                Me: 	We'll see about-- *Bursts out laughing* I get it. Good one!
                            Naomi:	It's okay, kid. The showbiz life isn't for everyone.
                                Me: 	I think you're right. I should probably work the concession stand.
                                    Naomi:	Maybe if you work hard, you can make it one day, kid.
                                        Me: 	Thanks, boss. I'm gonna make you proud, you'll see.
                Me: 	I wanted to buy camouflage pants, but I couldn't find any!
                    Naomi:	*Chuckle* Okay, that was actually a decent joke.
                        Me: 	Thank you, thank you. I'll be here all summer.
        Me: 	I'm curious... Other than shopping, what are your hobbies?
            Naomi:	Shopping is a lifestyle, not a hobby. I do have a few hobbies, though...
                    Naomi:	Eww, no. No sports...
                            Naomi:	Well, I do swim in our pool fairly often.
                                    Naomi:	Maybe you'll get the chance... some day.
                                        Me: 	That would be awesome, Naomi... I hope it happens.
                                Me: 	Should I be surprised your castle has a pool?
                        Me: 	Ah yeah, I forgot. Sports would damage your precious skin...
                    Naomi:	You're heading in the right direction...
                            Naomi:	Bingo!
                                    Naomi:	Well, just little things. Short stories... poems.
                                        Me: 	Well, I'd love to hear one of your poems sometime.
                                            Naomi:	Look who's using his brain. You got me.
                                                Me: 	Wow, it was actually a pretty horrifying story.
                                                Me: 	More brain than you... The story wasn't even scary.
                                    Naomi:	Really!
                                        Me: 	Woah. Well, I'm definitely interested in reading your writing.
                                        Me: 	Do you think I'm an idiot? You can't trick me...
                            Naomi:	I do paint... But, that's not what I really enjoy doing.
                                    Naomi:	I might be moonlighting as an amateur writer here and there...
                                        Me: 	Pretty cool. I'd love to read some of your stuff.
                                            Naomi:	Oh, various formats... But, mainly short stories and poems.
                                                Me: 	So... I'm guessing your grandma didn't make up that story?
                                                    Naomi:	You figured it out.
                                                        Me: 	Wow... That was actually a pretty scary story, Naomi.
                                                    Naomi:	Oh, you know, haikus, sonnets... The usual.
Narr:	You and Naomi warmly chat for a bit longer.
